channel_id,video_title,video_title_clean,video_id,published,video_views,video_madeforkids,video_likes,video_comment_count,video_length,video_description,video_tags,sentiment
UCIWC3bm2eKj0wLGFULhzKdA,Android MVVM | ViewModel + LiveData | And example app,Android MVVM ViewModel LiveData And example app,UTvR-dU0SXk,2021-08-04T07:43:14Z,9526,False,165,4,28:19,"In this video I go through a short theoretical description of the MVVM Architectural pattern in Android, and then I implement it in an example app. So you get practical knowledge of what this pattern is and how to use it.

Advanced Android course: https://mobiledevschool.com/android_course

Final code: https://github.com/CatalinStefan/mvvm-cities",,0.9373
UCIWC3bm2eKj0wLGFULhzKdA,Chain of Responsibility | Kotlin design patterns,Chain of Responsibility Kotlin design patterns,tSThAzUXfdI,2021-07-12T05:13:04Z,675,False,25,1,16:42,"Kotlin design patterns series - Chain of Responsibility

Course: https://mobiledevschool.com/designpatternskotlin
Android development course: https://mobiledevschool.com/android_course",,0.3612
UCIWC3bm2eKj0wLGFULhzKdA,Observer | Kotlin design patterns,Observer Kotlin design patterns,5WIS-GydJmw,2021-07-12T05:12:11Z,3022,False,51,3,19:8,"Kotlin design patterns series - Observer

Course: https://mobiledevschool.com/designpatternskotlin
Android development course: https://mobiledevschool.com/android_course",,0.8606
UCIWC3bm2eKj0wLGFULhzKdA,Facade | Kotlin design patterns,Facade Kotlin design patterns,mG-G385GeHc,2021-07-12T05:11:28Z,1084,False,21,1,10:34,"Kotlin design patterns series - Facade

Course: https://mobiledevschool.com/designpatternskotlin
Android development course: https://mobiledevschool.com/android_course",,0.5719
UCIWC3bm2eKj0wLGFULhzKdA,Builder | Kotlin design patterns,Builder Kotlin design patterns,Gcc5p2iWwKA,2021-07-12T05:10:24Z,2912,False,87,1,12:13,"Kotlin design patterns series - Builder

Course: https://mobiledevschool.com/designpatternskotlin
Android development course: https://mobiledevschool.com/android_course",,0.8442
UCIWC3bm2eKj0wLGFULhzKdA,Android how to: RecyclerView Linear and Grid layouts,Android how to RecyclerView Linear and Grid layouts,Oc4MDMHRzwY,2021-01-11T06:57:47Z,588,False,4,2,22:56,"Let's implement a RecyclerView in Android. I'll show you how to create a linear list, grid list and how to update a RecyclerView.

Android Jetpack Course: https://https://mobiledevschool.com/android_course
State of the Art Android: https://https://mobiledevschool.com/sota_kotlin_course

All courses: https://mobiledevschool.com/

Animal images: https://github.com/CatalinStefan/RecyclerViewComplete/raw/main/Archive.zip
Complete project: https://github.com/CatalinStefan/RecyclerViewComplete","['tutorial', 'how to', 'recyclerview', 'android', 'mobile', 'development', 'software', 'linear layout', 'grid layout', 'list']",0.8201
UCIWC3bm2eKj0wLGFULhzKdA,Hilt Dependency Injection in Android - Tutorial,Hilt Dependency Injection in Android Tutorial,TLHY5IBynjs,2020-11-12T10:35:08Z,1933,False,53,3,14:4,"How to get started with Hilt on Android.

Hilt course: https://https://mobiledevschool.com/hilt
Kotlin Design Patterns: https://https://mobiledevschool.com/designpatternskotlin

Completed code: https://mobiledevschool.com/

--------------------

Gradle code:
Project level build.gradle file:
classpath ""com.google.dagger:hilt-android-gradle-plugin:2.28-alpha""

Module level build.gradle file:
id 'kotlin-kapt'
id 'kotlin-android-extensions'
id 'dagger.hilt.android.plugin'
...
implementation ""com.google.dagger:hilt-android:2.28-alpha""
kapt ""com.google.dagger:hilt-android-compiler:2.28-alpha""","['tutorial', 'how to', 'intro', 'dependency', 'injection', 'android', 'programming', 'software', 'development', 'hilt', 'dagger', 'dagger2']",0.5719
UCIWC3bm2eKj0wLGFULhzKdA,Adapter | Kotlin Design Patterns,Adapter Kotlin Design Patterns,B9g3_91wGR0,2020-11-07T11:42:44Z,2273,False,29,1,17:9,"Kotlin design patterns series - Adapter

Course: https://mobiledevschool.com/designpatternskotlin
Android development course: https://mobiledevschool.com/android_course","['kotlin', 'design patterns', 'tutorial', 'how to', 'development', 'programming', 'adapter']",0.3222
UCIWC3bm2eKj0wLGFULhzKdA,Factory Method | Kotlin Design Patterns,Factory Method Kotlin Design Patterns,qUeHnjXSCMg,2020-10-11T18:32:15Z,3234,False,87,4,11:33,"Kotlin design patterns series - Factory Method

Course: https://mobiledevschool.com/designpatternskotlin
Android development course: https://mobiledevschool.com/android_course","['kotlin', 'design patterns', 'tutorial', 'how to', 'factory', 'method', 'development', 'programming']",0.2047
UCIWC3bm2eKj0wLGFULhzKdA,How to implement Dagger2 in an Android application,How to implement Dagger2 in an Android application,bV3jf8VpbSY,2020-08-14T09:50:19Z,514,False,12,1,15:49,"In this video we will implement Dagger2 in an Android app. We will start with an existing app that already has an MVVM structure, that communicates with a backend to retrieve some data and display it in a list. Then we will refactor the app to use Dagger2. For more information on Dagger2, including advanced features and more code examples, check out my new course

Dagger2 course: http://mobiledevschool.com/dagger2

Starting project: https://github.com/CatalinStefan/yt_mvvm
Final project: https://github.com/CatalinStefan/yt-dagger2

For promos and freebies join the group: facebook.com/groups/CoursesByCatalin

Android MVVM architecture: https://mobiledevschool.com/sota_kotlin_course
Android Jetpack: https://mobiledevschool.com/android_course
SOLID principles: https://mobiledevschool.com/solid_course","['android', 'app', 'dagger2', 'tutorial', 'howto', 'mvvm', 'architecture', 'dagger']",0.296
UCIWC3bm2eKj0wLGFULhzKdA,How to implement Retrofit in an Android app,How to implement Retrofit in an Android app,cJ4_06AOwJE,2020-07-27T19:54:02Z,297,False,11,3,21:58,"In this video we go through a basic app where we use Retrofit to retrieve some information from a backend API

API: https://raw.githubusercontent.com/CatalinStefan/countries/master/countriesV2.json
Retrofit complete course: https://mobiledevschool.com/retrofit_course
Android Jetpack course: https://mobiledevschool.com/android_course

Project code: https://github.com/CatalinStefan/yt-retrofit

For promos and freebies join the group: facebook.com/groups/CoursesByCatalin","['android', 'retrofit', 'tutorial', 'howto', 'app', 'application', 'mobile', 'development', 'kotlin', 'api', 'network']",0.9385
UCIWC3bm2eKj0wLGFULhzKdA,How to use Room database with coroutines in an Android application,How to use Room database with coroutines in an Android application,kF0TPehhIx0,2020-07-20T06:00:05Z,3214,False,96,7,20:14,"Learn the basics of the Room database on Android. Bonus: coroutines basics
Android Jetpack masterclass: https://mobiledevschool.com/android_course
Complete coroutines course: https://mobiledevschool.com/coroutines_course

Project code: https://github.com/CatalinStefan/RoomDatabaseExample

For promos and freebies join the group: facebook.com/groups/CoursesByCatalin","['android', 'room', 'database', 'room database', 'jetpack', 'tutorial', 'howto', 'app', 'android studio']",0.9215
UCIWC3bm2eKj0wLGFULhzKdA,How to use the Data Binding library in Android,How to use the Data Binding library in Android,Q_MuhucOKkI,2020-07-12T19:59:34Z,451,False,10,1,23:13,"Let's create an application using the Data Binding library, from the new Jetpack suite for Android.
More information about this and other libraries:
Android Jetpack complete course: https://mobiledevschool.com/android_course
Modern Android app implementation: https://mobiledevschool.com/sota_kotlin_course

Project code: https://github.com/CatalinStefan/DataBindingApp

For promos and freebies join the group: facebook.com/groups/CoursesByCatalin","['android', 'jetpack', 'data binding', 'layout', 'androidx', 'tutorial', 'howto']",0.6908
UCIWC3bm2eKj0wLGFULhzKdA,Implement an MVVM arch in Android,Implement an MVVM arch in Android,ItzIm2oXLo0,2020-07-09T16:22:37Z,1075,False,28,6,17:45,"Simple but powerful example of an MVVM architecture.
Learn to build a more complex application: https://mobiledevschool.com/sota_kotlin_course
Learn Android Jetpack: https://mobiledevschool.com/jetpack_kotlin_course
Project code: https://github.com/CatalinStefan/yt_mvvm

For promos and freebies join the group: facebook.com/groups/CoursesByCatalin","['android', 'mobile', 'development', 'software', 'mvvm', 'viewmodel', 'livedata', 'architecture', 'tutorial', 'howto']",0.9607
UCIWC3bm2eKj0wLGFULhzKdA,State of the Art Android app development in Java,State of the Art Android app development in Java,AT-03SlhGIo,2020-05-24T18:23:58Z,49,False,0,2,2:52,"Complete course: https://mobiledevschool.com/sota_java_course

For promos and freebies join the group: facebook.com/groups/CoursesByCatalin

Build a State of the Art Android App with this new course on Android development and Java.

Most tutorials and how to's show you the basics of app building, but they don't show you how to use the latest technologies and libraries.

Most projects and jobs require you to know how to use the latest libraries. This is what this course is all about.

The purpose of this course is to give you a practical example of how to use these technologies, all while building a simple example app.

We will learn about:

MVVM architecture using the Google recommended Android Lifecycle Extensions

Retrofit and JSON for remote server communication

RxJava as a reactive framework

Dagger2 for dependency injection

Jetpack navigation for navigating the user through the app screens

Jetpack Data Binding for building UI screens

Glide for seamless image loading

Jetpack Palette for extracting colors from images

Unit tests to test the application and make it stable and robust

And we will build everything in Java

If you want to become an expert Android Developer, you need to know how to use these technologies.

If you want to build an app that scales and is robust, these technologies will make your life easy in the long term.

Sign up today, and let's learn how to properly build a State of the Art Android Application.

https://mobiledevschool.com/sota_java_course","['android', 'app', 'programming', 'development', 'software', 'mvvm', 'architecture', 'retrofit', 'rxjava', 'coroutines', 'tutorial', 'howto']",0.3182
UCIWC3bm2eKj0wLGFULhzKdA,State of the Art Android App Development in Kotlin,State of the Art Android App Development in Kotlin,kijd0Me3XsQ,2020-05-24T18:22:29Z,220,False,5,1,2:51,"Complete course: https://mobiledevschool.com/sota_kotlin_course

For promos and freebies join the group: facebook.com/groups/CoursesByCatalin

Build a State of the Art Android App with this new course on Android development and Kotlin.

Most tutorials and how to's show you the basics of app building, but they don't show you how to use the latest technologies and libraries.

Most projects and jobs require you to know how to use the latest libraries. This is what this course is all about.

The purpose of this course is to give you a practical example of how to use these technologies, all while building a simple example app.

We will learn about:

MVVM architecture using the Google recommended Android Lifecycle Extensions

Retrofit and JSON for remote server communication

RxJava as a reactive framework

Dagger2 for dependency injection

Jetpack navigation for navigating the user through the app screens

Jetpack Data Binding for building UI screens

Glide for seamless image loading

Jetpack Palette for extracting colors from images

Unit tests to test the application and make it stable and robust

And we will build everything in Kotlin, the shiny new language that Google recommends

If you want to become an expert Android Developer, you need to know how to use these technologies.

If you want to build an app that scales and is robust, these technologies will make your life easy in the long term.

Sign up today, and let's learn how to properly build a State of the Art Android Application.

https://mobiledevschool.com/sota_kotlin_course","['android', 'app', 'development', 'programming', 'software', 'mvvm', 'retrofit', 'rxjava', 'coroutines', 'architecture', 'tutorial', 'howto']",0.3182
UCIWC3bm2eKj0wLGFULhzKdA,Build a WhatsApp Chat App clone for Android,Build a WhatsApp Chat App clone for Android,rdvbDB1vD0E,2020-05-24T15:46:07Z,159,False,0,1,1:27,"Complete course: https://mobiledevschool.com/whatsapp_course

For promos and freebies join the group: facebook.com/groups/CoursesByCatalin

Social media now has the largest user base ever.

Have you ever thought of owning a chat app similar to WhatsApp, WeChat, Line or Telegram?

Now you can

This course teaches you how to build a real world chat application. We will be coveting topics such as User Accounts, Profiles, Sending and Receiving messages, creating statuses and much more.

I will show you step by step how to build the app from scratch. Previous development experience is useful, but not strictly necessary, as we will write every line of code together and I will explain what it does.

More features than any WhatsApp clone app out there.

We will build several Whatsapp features like:

User accounts with signup and login

Initiate chats with contacts on your phone

Send sms messages to users that aren't signed up

User profiles

User details screen and potential enhancements

Live chat functionality

Live status updates

We will also be learning about more advanced topics such as Firebase Firestore, Real time communication and Threading.

If you have a passion for building things and are interested in Chat apps, this course is for you.

I will show you step by step how to build an Android app similar to WhatsApp, how to program it and what each step means. It's never been easier to have your own chat app.

Sign up today and start creating your own app.

And who knows, you might even get a date out of this.

30 day money back guarantee

https://mobiledevschool.com/whatsapp_course","['whatsapp', 'chat', 'app', 'android', 'development', 'software', 'programming', 'tutorial', 'howto', 'firebase', 'firestore', 'authentication']",0.0
UCGZrQMFEhuo6cV4wenQ6xLQ,Part1. How to Accurately Detect Irises in the Eye? | An Easy but Comprehensive Guide to Mediapipe.,Part1 How to Accurately Detect Irises in the Eye An Easy but Comprehensive Guide to Mediapipe,SHdvmbmjTTA,2022-11-02T22:33:52Z,70,False,9,1,30:42,"In this video, I show you how to accurately locate the irises in the eyes for real-time gaze tracking. Automatic detection of irises in an image/video is extremely challenging considering the small size of the irises and the occlusions of irises by eyelids. We use the Mediapipe framework to localize an iris.  
Keywords:
Python Iris Detection
Computer vision 
Mediapipe 
OpenCV

If you are new to my channel, please subscribe and turn on the notification. This will help me to make more videos like this. Thank you :)",,0.7065
UCGZrQMFEhuo6cV4wenQ6xLQ,07. Control flow in Python | Python for absolute beginners | if...else statement,07 Control flow in Python Python for absolute beginners ifelse statement,mEpdZNGOWoM,2022-10-29T20:06:23Z,70,False,12,2,14:3,"In this video, I explain python’s if else statement in the easiest way possible. 
Three examples start with the basics, then intermediate, and finally advanced. 
Learn python without technical jargon.  
More in the video:
Python's if else statement 
Control flow in python
Branching in python",,0.4019
UCGZrQMFEhuo6cV4wenQ6xLQ,04. Best PyCharm Setup for Python | Python for absolute beginners,04 Best PyCharm Setup for Python Python for absolute beginners,6QwNq7NUAPo,2022-10-23T02:31:19Z,111,False,10,2,11:1,"In this video, I show you how the best PyCharm setup for coding in python. I use anaconda to create a virtual environment and set up PyCharm’s interpreter to point to that environment.
More in the video. 
Pycharm IDE
Pycharm installation
Anaconda installation 
Creating a virtual environment using anaconda
Setting up Pycharm’s interpreter using anaconda",,0.0
UCGZrQMFEhuo6cV4wenQ6xLQ,06. Python Functions | Python for absolute beginners | An easy but comprehensive guide to functions,06 Python Functions Python for absolute beginners An easy but comprehensive guide to functions,ZG_uQKjtmng,2022-10-19T22:45:19Z,81,False,9,1,23:37,"A simple and step-by-step guide to Python functions. 
A function is a block of code that only runs when it is called.
You can pass data, known as parameters, into a function.
A function may or may not return a result.
In this video you will learn about the followings:
- Declaring a function
- Calling a function
- Function arguments
- Parameters VS arguments 
- Number of parameters
- Keyword arguments
- Default parameters
- Passing a list as an argument
- The return keyword
- The pass keyword in python
Love the video? Please subscribe to get notified about new content.",,0.0
UCGZrQMFEhuo6cV4wenQ6xLQ,05. Python Variables | Python tutorial for absolute beginners,05 Python Variables Python tutorial for absolute beginners,DFppy-LYwK8,2022-10-16T14:12:07Z,86,False,11,2,11:47,"Python is simple yet a powerful programming language. In this video, I explain python variables. What is a variable in general, and how you can declare variables and assign values to them in python? In addition, there is a programming tip for writing better variable names.
Python primitive variables are: 
1. Integer such as 1, ,2 100, 200, -10, -200
2. Float such as 2.02, 200.34, -109.0
3. String such as ""Mike"", ""Job"" , 'student'
4. Boolean (True, False) 
Please write your questions below in the comment section of this video. 
Also, if you would want me to upload videos on a specific topic in python please write it down in the comment section too. I'll check them out right away.  
Thank you for watching. Please like, subscribe, and share it with your friends.",,0.6249
UCGZrQMFEhuo6cV4wenQ6xLQ,01. Introduction to python | Python tutorial for absolute beginners,01 Introduction to python Python tutorial for absolute beginners,Zzm5ZeNZ2ns,2022-10-15T15:15:17Z,144,False,14,7,7:46,"Wondering whether to learn python or not? Check out this video to get a high overview of applications of python. 
Python is a fantastic programming language. It's easy to learn, has simple syntax and it is extremely powerful. Whether you are a beginner coming from a no computer science background or an expert trying to switch to python programming language this video is for you. Learning python opens up thousands of doors of opportunities to your face taking from becoming AI developer to web framework and GUI application developer. 
Learn from experts!
Python applications:
Machine learning and deep learning (Tensorflow, Pytorch)
Python Web development (Django, Flask)
Python GUI (QT framework for Python)",,0.9725
UCGZrQMFEhuo6cV4wenQ6xLQ,Simple Face Recognition using Python and OpenCV,Simple Face Recognition using Python and OpenCV,AtSnSJeliW8,2021-11-15T12:55:19Z,622,False,31,2,32:45,"In this video, I guide you through a simple face recognition method using python and openCV. The main purpose of this video is to learn how to deploy a pre-trained face recognition model to recognize any desired face in a video.",,0.4927
UCGZrQMFEhuo6cV4wenQ6xLQ,YOLOv5  - Training Yolov5 (object detection model) on a custom dataset using openCV and Python,YOLOv5  Training Yolov5 object detection model on a custom dataset using openCV and Python,vXYMJFBLzfc,2021-11-02T17:09:41Z,8404,False,237,18,2:6:48,"Train Yolov5 - a robust object detection model - on your own dataset. In this video, I use the google open image dataset to get the data and convert it from pascal format to yolov5 input data format. I then, train and validate the model on the train and validation sets of the data respectively.  Finally, I make inferences using the test split of the data. Hope this video helps you. If it did, please hit the like button and subscribe to my channel for more cool videos on computer vision.",,0.994
UCGZrQMFEhuo6cV4wenQ6xLQ,A quick but comprehensive guide to LabelMe -  an image/video annotation tool for deep learning,A quick but comprehensive guide to LabelMe  an imagevideo annotation tool for deep learning,HiW3qeJVQCg,2021-10-24T05:37:15Z,6961,False,126,20,13:52,"In this tutorial, I quickly guide you through some of the coolest features of LabelMe - an image/video data annotation tool. LabelMe stands out among many annotation tools owing to its advanced features and being an open-source software. You can use it to annotate your images/videos for a variety of purposes such as object detection, semantic segmentation, panoptic segmentation, and more. 
link for the LabelMe: https://github.com/wkentaro/labelme 

If you like the video, please subscribe to my channel for more awesome videos on computer vision. Thank you","['LabelMe', 'image annotation', 'object detection', 'semantic segmentation']",0.991
UCGZrQMFEhuo6cV4wenQ6xLQ,"Object detection using YOLOv3, OpenCV and Python | Basics of object detection | Computer vision",Object detection using YOLOv3 OpenCV and Python Basics of object detection Computer vision,Lz1Knp9ni8c,2021-10-18T13:05:57Z,700,False,23,4,38:20,"A simple approach to detecting objects in the image using YOLOv3 with OpenCV. No need to install or train anything, just use OpenCV with a  pretrained YOLOv3 model and detect objects in your image. Hope it is useful.

Yolov3
OpenCV
Python3
Object detection
AI (Artificial Intelligence) 
Machine Learning
Deep learning
Computer Vision","['YOLOV3', 'yolov3 object detection', 'Computer vision', 'Object detection using Yolo', 'Yolo version 3']",-0.7798
UCwo2cn9mViQ8Y9xKH3ZPKDA,Making a Blazor WASM App with a Sqlite Database,Making a Blazor WASM App with a Sqlite Database,PXGlueNh49I,2022-10-04T07:15:01Z,196,False,8,1,3:11:57,Making a Blazor WASM App with a Sqlite Database,"['.NET', 'Blazor', 'C#', 'Programming', 'WASM']",0.7371
UCwo2cn9mViQ8Y9xKH3ZPKDA,Python Pizza Order Menu Program Example,Python Pizza Order Menu Program Example,Y0p4nFty-pQ,2022-10-03T21:32:19Z,541,False,11,1,1:5,A demonstration on how to make a console menu driven program for ordering pizza.,"['Python', 'menus', 'programming']",-0.2481
UC9QMc_tF7lIdTQLpezdOCxA,Day in my life🌁|Solo Date Night|Aupair|South African Youtuber,Day in my lifeSolo Date NightAupairSouth African Youtuber,rsqDqOY-cU0,2022-11-03T17:22:41Z,61,False,20,4,20:16,"#roadto4000subscribers #sanfrancisco #sanfranciscoaupair#aupair#solodatenight

Welcome to a day in my life vlog in today's vlog I'll be taking you along my day and later in the evening taking you along to Solo Date night !💕
Let's be friends on social media❤️

Instagram - https://www.instagram.com/modi.time/

Twitter - https://twitter.com/modi_time

I have a Podcast! 

On the Mantle 🎙
https://open.spotify.com/show/3snDoqi

https://podcasts.apple.com/us/podcast/on-the-mantle-with-moditime-kgole/id1621756023

For collaboration email 📧
modkgole@gmail.com","['san francisco', 'vlog', 'day in my life', 'solo date night', 'night out in san francisco', 'library', 'aupair', 'kids art and crafts', 'parks']",0.8902
