id,title,description,customUrl,publishedAt,thumbnails.default.url,defaultLanguage,viewCount,subscriberCount,videoCount,topicIds,topicCategories,relatedPlaylists.uploads,category_title
UC0C-w0YjGpqDXGB8IHb662A,Ed Sheeran,"North American Mathematics Tour 2023: edsheeran.com/NATour

Ed Sheeran may be the quintessential pop star of the 2010s: an internationally acclaimed, multi-award winning singer/songwriter who seems to acknowledge no boundaries between styles or eras with elements of folk, hip-hop, pop, dance, soul, and rock woven throughout his music. 

 His incredible catalogue includes the studio albums ‘+’ (plus), ‘x’ (multiply) and ‘÷’ (divide) which spawned hit singles such as ‘The A team’ , ’Lego House’, ‘Sing;, ‘Thinking Out Loud’, ‘Photograph’, ‘Shape Of You’, ‘Castle on The Hill’ and ‘Perfect’. 
 
In 2019, Ed Sheeran released the genre-spanning ‘No.6 Collaborations Project’ which featured a wide-range of artists including ‘Justin Bieber’, ‘Camilla’ Cabello’, ‘Travis Scott’, ‘Eminem’, ‘Cardi B, ‘Paulo Londra’, ‘Bruno Mars’ and ‘Stormzy’ amongst many others, producing hits such as ‘I Don’t Care’, ‘Beautiful People’, ‘South of The Border’ and ‘Take Me Back To London’.
",@edsheeran,2006-08-08 13:59:50+00:00,https://yt3.ggpht.com/oIhQ0bzEP52aTEq7-Huj1_OwARGZEbhMs0plaFTyO3JUG4Tjyxrl759zxATamiWLIy3huNshMQ=s88-c-k-c0x00ffffff-no-nd-rj,,28469930227,52600000,258,"['/m/064t9', '/m/04rlf', '/m/06by7']","['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",UU0C-w0YjGpqDXGB8IHb662A,top_channels
UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,"I'm the problem, it's me
",@taylorswift,2006-09-20 21:05:35+00:00,https://yt3.ggpht.com/8IG_vczSZLUYnDvfHFusOMdIFRpPP8xoKX6z2BLoyALI2hep-PrlLjKEp8qnrnOjTDbAF2w4kQ=s88-c-k-c0x00ffffff-no-nd-rj,,26581134599,49200000,194,"['/m/04rlf', '/m/064t9']","['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",UUqECaJ8Gagnn7YCbPEzWH6g,top_channels
UCfM3zsQsOnfWNUppiycmBuw,EminemMusic,"Marshall Bruce Mathers III, better known by his stage name Eminem (stylized as EMINƎM) and by his alter ego Slim Shady, is an American rapper, record producer, songwriter and actor. Eminem, along with his solo career, is a member of his group D12, and also one half of the hip hop duo Bad Meets Evil, with Royce da 5'9"". Eminem is one of the best-selling artists in the world and is the best-selling artist of the 2000s.",@eminem,2007-02-09 00:01:36+00:00,https://yt3.ggpht.com/ytc/AMLnZu9chXkjwos_Qd9h0yw9BYm6JMZQdwhBNIOMv_Fb6g=s88-c-k-c0x00ffffff-no-rj-mo,,24541103322,54000000,140,"['/m/0glt670', '/m/02jjt', '/m/04rlf']","['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Music']",UUfM3zsQsOnfWNUppiycmBuw,top_channels
UC295-Dw_tDNtZXFeAPAW6Aw,5-Minute Crafts,"Fun diy-projects, crafts, experience the joy of doing it yourself!
OFFICIAL CHANNEL.

5-MINUTE CRAFTS SHOP: https://linktr.ee/5minutecrafts

For brand partnership enquires: brands@thesoul-publishing.com",@5minutecraftsyoutube,2016-11-15 09:25:37+00:00,https://yt3.ggpht.com/1Xja-ixAMnjd2mZ3BfU6Nf4GfKSHL--pcRkVWKTJIzNhDT0cbOwredVYlvDnZIJJvo8ILdDgHQ=s88-c-k-c0x00ffffff-no-rj,,24468253072,77900000,5759,"['/m/03glg', '/m/019_rr']","['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",UU295-Dw_tDNtZXFeAPAW6Aw,top_channels
UC9CoOnJkIBMdeijd9qYoT_g,Ariana Grande,"https://arianagrande.lnk.to/positions
",@arianagrande,2007-01-22 01:53:12+00:00,https://yt3.ggpht.com/ytc/AMLnZu81yNNzOekVh3ibzadjy4FDsMuqVdM3FTJ19u5ShA=s88-c-k-c0x00ffffff-no-rj-mo,,22606534238,52000000,146,"['/m/04rlf', '/m/064t9']","['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",UU9CoOnJkIBMdeijd9qYoT_g,top_channels
UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,"SUBSCRIBE FOR A COOKIE!
Accomplishments
- Raised $20,000,000 To Plant 20,000,000 Trees
- Given millions to charity
- Donated over 100 cars lol
- Gave away a private island
- Given away over 100 ps4s lol
- Gave away 1 million dollars in one video 
- Counted to 100k
- Read the Dictionary
- Watched Dance Till You're Dead For 10 Hours
- Read Bee Movie Script
- Read Longest English Word
- Watched Paint Dry
- Ubering Across America
- Watched It's Every Day Bro For 10 Hours
- Ran a marathon in the world's largest shoes
- Adopted every dog in a shelter
You get the point haha



*Do not email me asking for money, I give away money because it makes me happy :)",@mrbeast,2012-02-20 00:43:50+00:00,https://yt3.ggpht.com/ytc/AMLnZu9UlPHTbLrgfwt0ucUKik9Z8DfO6dVgVnfum2o9hA=s88-c-k-c0x00ffffff-no-rj,,18120591612,109000000,731,"['/m/07c1v', '/m/02jjt', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",UUX6OQ3DkcsbYNE6H8uQQuVA,top_channels
UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,"5 best buds just kickin' it.
If you like Sports + Comedy, come join the Dude Perfect team!",dudeperfect,2009-03-17 05:44:36+00:00,https://yt3.ggpht.com/ytc/AMLnZu90IH7DzDRUzWcW434S2eA__PfKGH3RQwf2--Dvsg=s88-c-k-c0x00ffffff-no-rj,,15051897307,58300000,304,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],UURijo3ddMTht_IHyNSNXpNQ,top_channels
UCiGm_E4ZwYSHV3bcW1pnSeQ,Billie Eilish,,@billieeilish,2013-02-06 23:21:04+00:00,https://yt3.ggpht.com/ytc/AMLnZu9-LgELbaGCR96t3I8DaYUOi2YPzwPcTkfooMWb3Q=s88-c-k-c0x00ffffff-no-rj-mo,,12444429054,46900000,49,"['/m/064t9', '/m/05rwpb', '/m/04rlf']","['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music']",UUiGm_E4ZwYSHV3bcW1pnSeQ,top_channels
UC4rlAVgAK0SGk-yTfe48Qpw,BRIGHT SIDE,"Whether you’re into recent discoveries, space exploration, true stories, fitness, fun tests, and riddles, or useful tips for self-improvement, psychology, gadgets, or just your day-to-day routine, there’s something for everyone!

You can expect all that and more coming at you in 3 top-quality videos every single day. If you’ve got a thirst for knowledge that never quits, then join a community of tens of millions and growing! We have a good time, so take your shoes off, kick back, and make yourself at home here on the Bright Side of life!

Good news! We launched a new app for you 👉 http://bit.ly/Bs3App7
Join the world's largest community of good people! 😉

For brand partnership enquires: brands@thesoul-publishing.com",@brightsideofficial,2017-03-15 11:17:50+00:00,https://yt3.ggpht.com/QnTNTL6lvpKA-OWYdSwke3kF9GEBoriwaaHlbOOo4E7hRuXBEiO1mrYsvmk8xQznjg3GKWUT=s88-c-k-c0x00ffffff-no-rj,,10243824899,44100000,4873,"['/m/019_rr', '/m/02vxn', '/m/02jjt']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",UU4rlAVgAK0SGk-yTfe48Qpw,top_channels
UCRx3mKNUdl8QE06nEug7p6Q,BillionSurpriseToys - English Kids Songs & Cartoon,"Billion Surprise Toys has a fresh and fun approach to children's entertainment, filled with re-imagined children's songs and stories with original music and cartoons that are sure to become children's favorites. Our songs and children's videos are made with a lot of love to provide children with the best, safest, and most fun family content.

Our children's songs teach basic skills and improve their ability to understand and follow directions. Nursery rhymes improve both phonemic and linguistic skills. Kids of any age will love our songs and rhymes as they sing and dance along with their favorite characters. Billion Surprise Toys guarantees hours of fun for children of all ages. 

The brilliant videos from Billion Surprise Toys are available on all major platforms like Amazon Music, Spotify, iTunes, YouTube Music, Google Play Music, and Jio saavn. 

Learn and Play with us!  
 
Copyright © 2022 Animacast Productions. All Rights Reserved.
www.animacast.com/ www.billionsurprisetoys.com",billionsurprisetoysnurseryrhymes,2013-10-25 23:18:43+00:00,https://yt3.ggpht.com/Ef8eoHN5ZwXQ1LBqJ9gHfb6nMV9cH8lPogANakL6s4POMTqHNKwAeo1og-HEptLbb7waT0ouIPI=s88-c-k-c0x00ffffff-no-rj,en,8830680996,47800000,673,"['/m/02vxn', '/m/02jjt', '/m/04rlf']","['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Music']",UURx3mKNUdl8QE06nEug7p6Q,top_channels
